1525083386 0 0 0 0 0 365 0
1525434051 0 0 0 28 0 365 0
1525434169 0 0 0 29 0 365 0
1525434212 0 0 0 30 0 365 0
1525476387 0 0 0 30 0 365 2
1525478415 0 0 0 30 4 365 2
1525478619 0 0 0 30 4 365 2
1525478847 0 0 0 30 4 365 2
1525478905 0 0 0 30 4 365 2
1525479061 0 0 0 30 5 365 2
1525632357 0 0 0 30 5 365 2
1525637042 0 1 0 30 5 365 2
1525637164 0 1 0 30 5 365 2
1525660222 0 1 0 30 5 365 2
1525660419 1 1 0 30 5 365 2
1525660477 1 1 0 30 5 365 2
1526259244 1 89 0 30 5 365 2
1526303825 1 89 0 30 5 365 2
1526350000 1 150 0 30 5 365 2
1526350694 1 150 0 30 5 365 2
1526352942 52 150 0 30 5 365 2
1526355265 120 150 0 30 5 365 2
1526392051 120 150 0 30 5 365 2
1526392162 163 150 0 30 5 365 2
1526392713 164 150 0 30 5 365 2
1526393011 164 150 0 30 5 365 2
1526398618 164 150 26 30 5 365 2
1526399821 164 150 28 30 5 365 2
1526400082 164 150 28 30 5 365 2
1526400885 164 150 28 30 5 365 2
1526504023 164 150 201 30 5 365 2
1526505008 164 150 201 30 5 365 2
1526506909 197 150 201 30 5 365 2
1526507061 197 150 201 30 5 365 2
1526507247 197 150 201 30 5 365 2
