1525083386 0 0 0 0 0 1 0
1525434051 0 0 0 1 0 1 0
1525434169 0 0 0 2 0 1 0
1525434212 0 0 0 3 0 1 0
1525476387 0 0 0 3 0 1 1
1525478415 0 0 0 3 1 1 1
1525478619 1 0 0 3 1 1 1
1525478847 2 0 0 3 1 1 1
1525478905 3 0 0 3 1 1 1
1525479061 3 0 0 3 2 1 1
1525632357 4 0 0 3 2 1 1
1525637042 4 1 0 3 2 1 1
1525637164 4 2 0 3 2 1 1
1525660222 5 2 0 3 2 1 1
1525660419 6 2 0 3 2 1 1
1525660477 7 2 0 3 2 1 1
1526259244 7 3 0 3 2 1 1
1526303825 8 3 0 3 2 1 1
1526350000 8 4 0 3 2 1 1
1526350694 9 4 0 3 2 1 1
1526352942 10 4 0 3 2 1 1
1526355265 11 4 0 3 2 1 1
1526392051 12 4 0 3 2 1 1
1526392162 13 4 0 3 2 1 1
1526392713 14 4 0 3 2 1 1
1526393011 15 4 0 3 2 1 1
1526398618 15 4 1 3 2 1 1
1526399821 15 4 2 3 2 1 1
1526400082 16 4 2 3 2 1 1
1526400885 17 4 2 3 2 1 1
1526504023 17 4 3 3 2 1 1
1526505008 18 4 3 3 2 1 1
1526506909 19 4 3 3 2 1 1
1526507061 20 4 3 3 2 1 1
1526507247 21 4 3 3 2 1 1
